,display_label,sample_id,exp_value,source,label
6116,5-Oxoproline,13-00149,0.31336832483278493,metabolomics,5-Oxoproline_met_HILIC
6117,5-Oxoproline,13-00147,-1.187508092389796,metabolomics,5-Oxoproline_met_HILIC
6118,5-Oxoproline,13-00450,-0.19182872108683702,metabolomics,5-Oxoproline_met_HILIC
6119,5-Oxoproline,13-00245,-0.11738710426203965,metabolomics,5-Oxoproline_met_HILIC
6120,5-Oxoproline,13-00226,-0.06420480855434764,metabolomics,5-Oxoproline_met_HILIC
6121,5-Oxoproline,13-00558,1.1768047597041342,metabolomics,5-Oxoproline_met_HILIC
6122,5-Oxoproline,18-00203,1.3927137857502,metabolomics,5-Oxoproline_met_HILIC
6123,5-Oxoproline,13-00581,-0.6252656452864104,metabolomics,5-Oxoproline_met_HILIC
6124,5-Oxoproline,13-00584,1.7889790912395838,metabolomics,5-Oxoproline_met_HILIC
6125,5-Oxoproline,13-00602,-0.13862846359246866,metabolomics,5-Oxoproline_met_HILIC
6126,5-Oxoproline,14-00045,0.08556876284886618,metabolomics,5-Oxoproline_met_HILIC
6127,5-Oxoproline,14-00065,-0.49195615211082877,metabolomics,5-Oxoproline_met_HILIC
6128,5-Oxoproline,14-00083,-1.0550227413235824,metabolomics,5-Oxoproline_met_HILIC
6129,5-Oxoproline,14-00092,-0.711500814566868,metabolomics,5-Oxoproline_met_HILIC
6130,5-Oxoproline,14-00126,0.17352104097081858,metabolomics,5-Oxoproline_met_HILIC
6131,5-Oxoproline,14-00127,-1.229889112707521,metabolomics,5-Oxoproline_met_HILIC
6132,5-Oxoproline,14-00272,-0.8018748896850744,metabolomics,5-Oxoproline_met_HILIC
6133,5-Oxoproline,14-00240,-0.30062747483903407,metabolomics,5-Oxoproline_met_HILIC
6134,5-Oxoproline,14-00423,-0.8423950899752487,metabolomics,5-Oxoproline_met_HILIC
6135,5-Oxoproline,14-00193,1.4434258589753068,metabolomics,5-Oxoproline_met_HILIC
6136,5-Oxoproline,14-00270,-1.3421832132286369,metabolomics,5-Oxoproline_met_HILIC
6137,5-Oxoproline,14-00434,-0.5445397910868085,metabolomics,5-Oxoproline_met_HILIC
6138,5-Oxoproline,14-00477,-1.0475214829058865,metabolomics,5-Oxoproline_met_HILIC
6139,5-Oxoproline,14-00495,-0.2863284890326991,metabolomics,5-Oxoproline_met_HILIC
6140,5-Oxoproline,14-00514,-0.6067932006211942,metabolomics,5-Oxoproline_met_HILIC
6141,5-Oxoproline,14-00528,-0.6678895708032424,metabolomics,5-Oxoproline_met_HILIC
6142,5-Oxoproline,14-00608,-0.21266884205320413,metabolomics,5-Oxoproline_met_HILIC
6143,5-Oxoproline,14-00613,2.141872669025262,metabolomics,5-Oxoproline_met_HILIC
6144,5-Oxoproline,14-00711,-1.287258666034684,metabolomics,5-Oxoproline_met_HILIC
6145,5-Oxoproline,14-00712,0.5306017929907345,metabolomics,5-Oxoproline_met_HILIC
6146,5-Oxoproline,15-00043,0.07085344515971023,metabolomics,5-Oxoproline_met_HILIC
6147,5-Oxoproline,15-00051,1.319408738012125,metabolomics,5-Oxoproline_met_HILIC
6148,5-Oxoproline,15-00137,-1.0335345778652638,metabolomics,5-Oxoproline_met_HILIC
6149,5-Oxoproline,15-00302,1.821313450285356,metabolomics,5-Oxoproline_met_HILIC
6150,5-Oxoproline,15-00377,0.5513500562660723,metabolomics,5-Oxoproline_met_HILIC
6151,5-Oxoproline,13-00615,0.7382280303042432,metabolomics,5-Oxoproline_met_HILIC
6152,5-Oxoproline,18-00190,-0.33367872545193,metabolomics,5-Oxoproline_met_HILIC
6153,5-Oxoproline,14-00817,0.8204459735706466,metabolomics,5-Oxoproline_met_HILIC
6154,5-Oxoproline,15-00276,3.2763730007431753,metabolomics,5-Oxoproline_met_HILIC
6155,5-Oxoproline,15-00287,0.12710025046247006,metabolomics,5-Oxoproline_met_HILIC
6156,5-Oxoproline,18-00218,-1.1191686207851925,metabolomics,5-Oxoproline_met_HILIC
6157,5-Oxoproline,15-00482,0.5238290262749764,metabolomics,5-Oxoproline_met_HILIC
6158,5-Oxoproline,15-00563,-0.5954608590602385,metabolomics,5-Oxoproline_met_HILIC
6159,5-Oxoproline,15-00571,1.3553604748280534,metabolomics,5-Oxoproline_met_HILIC
6160,5-Oxoproline,15-00578,-0.8701500642646057,metabolomics,5-Oxoproline_met_HILIC
6161,5-Oxoproline,15-00837,-0.31559358547344957,metabolomics,5-Oxoproline_met_HILIC
6162,Sarcosine,12-00032,-0.31907414255019706,metabolomics,Sarcosine_met_HILIC
6163,Sarcosine,11-00503,3.09309560671113,metabolomics,Sarcosine_met_HILIC
6164,Sarcosine,12-00069,-0.5616153378893763,metabolomics,Sarcosine_met_HILIC
6165,Sarcosine,13-00468,0.869676194268273,metabolomics,Sarcosine_met_HILIC
6166,Sarcosine,18-00103,0.0623445069424338,metabolomics,Sarcosine_met_HILIC
6167,Sarcosine,12-00123,-0.4697028606629991,metabolomics,Sarcosine_met_HILIC
6168,Sarcosine,18-00101,-0.3908524382215079,metabolomics,Sarcosine_met_HILIC
6169,Sarcosine,12-00127,0.05423531862957874,metabolomics,Sarcosine_met_HILIC
6170,Sarcosine,12-00145,-0.44385517772210276,metabolomics,Sarcosine_met_HILIC
6171,Sarcosine,12-00154,1.668402216614293,metabolomics,Sarcosine_met_HILIC
6172,Sarcosine,12-00196,-0.6554359054264417,metabolomics,Sarcosine_met_HILIC
6173,Sarcosine,12-00250,-0.10405546653325232,metabolomics,Sarcosine_met_HILIC
6174,Sarcosine,12-00268,-0.16575591213501348,metabolomics,Sarcosine_met_HILIC
6175,Sarcosine,12-00294,0.07337766045569878,metabolomics,Sarcosine_met_HILIC
6176,Sarcosine,18-00149,-0.6547287314288072,metabolomics,Sarcosine_met_HILIC
6177,Sarcosine,12-00383,0.46298194579053825,metabolomics,Sarcosine_met_HILIC
6178,Sarcosine,13-00016,-0.7092223795517664,metabolomics,Sarcosine_met_HILIC
6179,Sarcosine,13-00033,-0.07960018361735495,metabolomics,Sarcosine_met_HILIC
6180,Sarcosine,13-00034,1.0428029848602685,metabolomics,Sarcosine_met_HILIC
6181,Sarcosine,13-00047,-0.538368942873378,metabolomics,Sarcosine_met_HILIC
6182,Sarcosine,13-00059,0.01826866816473038,metabolomics,Sarcosine_met_HILIC
6183,Sarcosine,13-00075,-0.7587430122262582,metabolomics,Sarcosine_met_HILIC
6184,Sarcosine,13-00077,0.055445424861792,metabolomics,Sarcosine_met_HILIC
6185,Sarcosine,13-00092,-0.6973794004115178,metabolomics,Sarcosine_met_HILIC
6186,Sarcosine,13-00123,-0.7032439438879758,metabolomics,Sarcosine_met_HILIC
6187,Sarcosine,13-00157,1.3891703385422756,metabolomics,Sarcosine_met_HILIC
6188,Sarcosine,13-00160,-0.19328690097667292,metabolomics,Sarcosine_met_HILIC
6189,Sarcosine,13-00186,-0.16090141923963897,metabolomics,Sarcosine_met_HILIC
6190,Sarcosine,13-00195,-0.599739228745781,metabolomics,Sarcosine_met_HILIC
6191,Sarcosine,13-00262,-0.5944706760441028,metabolomics,Sarcosine_met_HILIC
6192,Sarcosine,13-00331,-0.35739638966451986,metabolomics,Sarcosine_met_HILIC
6193,Sarcosine,13-00393,0.06952280415509601,metabolomics,Sarcosine_met_HILIC
6194,Sarcosine,13-00149,0.41616811433320944,metabolomics,Sarcosine_met_HILIC
6195,Sarcosine,13-00147,-0.727709011329398,metabolomics,Sarcosine_met_HILIC
6196,Sarcosine,13-00450,-0.36480784796838733,metabolomics,Sarcosine_met_HILIC
6197,Sarcosine,13-00245,-0.20010951737499053,metabolomics,Sarcosine_met_HILIC
6198,Sarcosine,13-00226,-0.6507962446732556,metabolomics,Sarcosine_met_HILIC
6199,Sarcosine,13-00558,0.5576993543586266,metabolomics,Sarcosine_met_HILIC
6200,Sarcosine,18-00203,5.377833250799483,metabolomics,Sarcosine_met_HILIC
6201,Sarcosine,13-00581,-0.41008723728419644,metabolomics,Sarcosine_met_HILIC
6202,Sarcosine,13-00584,0.6574507264816362,metabolomics,Sarcosine_met_HILIC
6203,Sarcosine,13-00602,-0.3545860918219314,metabolomics,Sarcosine_met_HILIC
6204,Sarcosine,14-00045,-0.2444125134155285,metabolomics,Sarcosine_met_HILIC
6205,Sarcosine,14-00065,-0.004163517011192179,metabolomics,Sarcosine_met_HILIC
6206,Sarcosine,14-00083,-0.6963271785689958,metabolomics,Sarcosine_met_HILIC
6207,Sarcosine,14-00092,-0.6266613338801852,metabolomics,Sarcosine_met_HILIC
6208,Sarcosine,14-00126,0.46695564300655,metabolomics,Sarcosine_met_HILIC
6209,Sarcosine,14-00127,-0.6926168821929314,metabolomics,Sarcosine_met_HILIC
6210,Sarcosine,14-00272,-0.1017006801618029,metabolomics,Sarcosine_met_HILIC
6211,Sarcosine,14-00240,-0.4252379194282547,metabolomics,Sarcosine_met_HILIC
6212,Sarcosine,14-00423,-0.19330197663304288,metabolomics,Sarcosine_met_HILIC
6213,Sarcosine,14-00193,2.7305502651748212,metabolomics,Sarcosine_met_HILIC
6214,Sarcosine,14-00270,-0.37564313450478903,metabolomics,Sarcosine_met_HILIC
6215,Sarcosine,14-00434,-0.2700363854833882,metabolomics,Sarcosine_met_HILIC
6216,Sarcosine,14-00477,-0.312391740498741,metabolomics,Sarcosine_met_HILIC
6217,Sarcosine,14-00495,0.6638091545569567,metabolomics,Sarcosine_met_HILIC
6218,Sarcosine,14-00514,-0.5833765643305625,metabolomics,Sarcosine_met_HILIC
6219,Sarcosine,14-00528,-0.48059871645078445,metabolomics,Sarcosine_met_HILIC
6220,Sarcosine,14-00608,-0.06648698196882576,metabolomics,Sarcosine_met_HILIC
6221,Sarcosine,14-00613,0.25568333990816466,metabolomics,Sarcosine_met_HILIC
6222,Sarcosine,14-00711,-0.6772909061137445,metabolomics,Sarcosine_met_HILIC
6223,Sarcosine,14-00712,1.3655230130192082,metabolomics,Sarcosine_met_HILIC
6224,Sarcosine,15-00043,-0.023121830413891594,metabolomics,Sarcosine_met_HILIC
6225,Sarcosine,15-00051,0.053753612244868035,metabolomics,Sarcosine_met_HILIC
6226,Sarcosine,15-00137,-0.6190897766109725,metabolomics,Sarcosine_met_HILIC
6227,Sarcosine,15-00302,-0.5656007844640117,metabolomics,Sarcosine_met_HILIC
6228,Sarcosine,15-00377,-0.5807113625110332,metabolomics,Sarcosine_met_HILIC
6229,Sarcosine,13-00615,-0.1013837394527347,metabolomics,Sarcosine_met_HILIC
6230,Sarcosine,18-00190,-0.5836281332739961,metabolomics,Sarcosine_met_HILIC
6231,Sarcosine,14-00817,-0.37442330223818737,metabolomics,Sarcosine_met_HILIC
6232,Sarcosine,15-00276,3.13120942455536,metabolomics,Sarcosine_met_HILIC
6233,Sarcosine,15-00287,-0.553315667506463,metabolomics,Sarcosine_met_HILIC
6234,Sarcosine,18-00218,-0.7643352196843664,metabolomics,Sarcosine_met_HILIC
6235,Sarcosine,15-00482,0.16750931366376678,metabolomics,Sarcosine_met_HILIC
6236,Sarcosine,15-00563,-0.6166455687003174,metabolomics,Sarcosine_met_HILIC
6237,Sarcosine,15-00571,0.23789992298940668,metabolomics,Sarcosine_met_HILIC
6238,Sarcosine,15-00578,-0.8008514786982512,metabolomics,Sarcosine_met_HILIC
6239,Sarcosine,15-00837,-0.3268779572760287,metabolomics,Sarcosine_met_HILIC
6240,Serine,12-00032,-0.4814511081506257,metabolomics,Serine_met_HILIC
6241,Serine,11-00503,1.2545920981664362,metabolomics,Serine_met_HILIC
6242,Serine,12-00069,-0.6602507017928592,metabolomics,Serine_met_HILIC
6243,Serine,13-00468,0.6266970394719856,metabolomics,Serine_met_HILIC
6244,Serine,18-00103,0.8822181645065565,metabolomics,Serine_met_HILIC
6245,Serine,12-00123,-0.8154781594875544,metabolomics,Serine_met_HILIC
6246,Serine,18-00101,-0.6787070376737647,metabolomics,Serine_met_HILIC
6247,Serine,12-00127,-0.09248475169651343,metabolomics,Serine_met_HILIC
6248,Serine,12-00145,-0.33671523142684995,metabolomics,Serine_met_HILIC
6249,Serine,12-00154,-0.2306665925834249,metabolomics,Serine_met_HILIC
6250,Serine,12-00196,-0.8059587722280794,metabolomics,Serine_met_HILIC
6251,Serine,12-00250,-0.2618121824864843,metabolomics,Serine_met_HILIC
6252,Serine,12-00268,0.48312918525823684,metabolomics,Serine_met_HILIC
